Occurrences	Hindawi (5594310)	Giga (5594256)	lemma#pos	Gloss	Answer1 - Egyptian	Answer2 - Syrian	Answer3 - Saudi Arabian	readability (rounded average)
13	7.69%	92.31%	مُتَقاضِي#noun	litigants#litigant	5	5	4	5
13	76.92%	23.08%	مُتَنَبِّه#adj	alert;vigilant	3	2	2	2
13	46.15%	53.85%	مُتَنَوِّر#adj	lighted;illuminated	4	3	4	4
13	53.85%	46.15%	مُثَبِّت#noun	fixative;fixing_fluid	4	3	3	3
13	38.46%	61.54%	مُثْمِن#noun	prized;valued	5	5	4	5
13	61.54%	38.46%	مَثْوَبَة#noun	reward;recompense	5	5	5	5
13	100.00%	0.00%	مِجْرَفَة#noun	shovel;trowel#shovel;scoop	3	3	2	3
13	100.00%	0.00%	مَجْلَبَة#noun	cause;motive	5	5	5	5
13	100.00%	0.00%	مُجِير#noun	protector	5	4	5	5
13	100.00%	0.00%	مِحال#noun	cunning;intrigue	5	5	5	5
13	15.38%	84.62%	مَحْرُوس#adj	protected;guarded	4	3	3	3
13	76.92%	23.08%	مُحَنَّط#adj	embalmed;mummified	4	3	3	3
13	69.23%	30.77%	مُخْتَرَع#adj	invented	3	2	3	3
13	38.46%	61.54%	مُدَرِّس#adj	instructor;teacher	1	2	1	1
13	100.00%	0.00%	مُرائِي#noun	hypocrite	5	4	4	4
13	100.00%	0.00%	مُرْتاع#adj	frightened;alarmed	5	5	4	5
13	100.00%	0.00%	مُرْتَقِي#adj	superior;advanced	5	4	4	4
13	7.69%	92.31%	مَرْصُود#noun	financial_cover;security	5	5	5	5
13	30.77%	69.23%	مَزَّة#noun	appetizers;entrees	5	5	5	5
13	84.62%	15.38%	مُزَخْرِف#noun	interior_decorator	4	4	3	4
13	38.46%	61.54%	مُزْرِي#adj	shameful;disgraceful	5	4	4	4
13	38.46%	61.54%	مُزَيِّف#noun	forger;counterfeiter	4	4	3	4
13	15.38%	84.62%	مُسْتَحَقّ#adj	unpaid;outstanding;due_(debt,_loan)	5	5	5	5
13	92.31%	7.69%	مُسْتَغْرِب#adj	finding_strange;westernized	1	1	2	1
13	61.54%	38.46%	مَسْلُوق#adj	cooked;boiled	1	1	1	1
13	69.23%	30.77%	مُشاع#adj	widespread;well-known	5	5	4	5
13	84.62%	15.38%	مُشْتَهَى#adj	desirable;coveted	4	4	3	4
13	92.31%	7.69%	مَصّ#noun	sucking;absorbing#sip;sucking;suction	2	2	1	2
13	15.38%	84.62%	مُصادَر#adj	confiscated;requisitioned	4	3	4	4
13	92.31%	7.69%	مَصْفُوف#adj	arranged;combed	2	1	2	2
13	92.31%	7.69%	مُضَيِّع#adj	squandering;wasteful	4	4	3	4
13	46.15%	53.85%	مَضِيعَة#noun	loss;ruin	4	3	3	3
13	61.54%	38.46%	مُطارِد#adj	pursuing;hunting	4	3	3	3
13	69.23%	30.77%	مَطْهَرَة#noun	lavatory	5	5	5	5
13	69.23%	30.77%	مَعْرَج#noun	places_of_ascent#place_of_ascent	5	5	5	5
13	100.00%	0.00%	مُعَفَّر#adj	dusty;powdery	5	4	5	5
13	76.92%	23.08%	مُعَقِّب#noun	critic;commentator	4	5	5	5
13	92.31%	7.69%	مَغْنَى#noun	villas;places_of_habitation#villa;habitation	5	5	5	5
13	84.62%	15.38%	مُفْتَقِر#adj	in_need_of;in_short_supply_of	4	3	4	4
13	7.69%	92.31%	مُفْرَج#adj	released;relaxed	5	4	4	4
13	7.69%	92.31%	مَفْصِلِيّ#adj	pivotal;crucial;critical	5	5	4	5
13	76.92%	23.08%	مَقْبُور#adj	toppled;deposed	5	4	4	4
13	92.31%	7.69%	مُكْتَنَف#adj	surrounded;enclosed	5	5	5	5
13	84.62%	15.38%	مَكْسِر#noun	breaking#fracture_locations	5	5	4	5
13	100.00%	0.00%	مُمِضّ#adj	agonizing;tormenting	5	5	5	5
13	0.00%	100.00%	مُمَيِّز#adj	discriminating;discerning	4	4	3	4
13	53.85%	46.15%	مُنازِل#adj	adversary;opponent	5	5	5	5
13	23.08%	76.92%	مُنْزَلِق#adj	sliding;skating/skiing;drifting	3	3	2	3
13	84.62%	15.38%	مَنْطَق#verb	gird	5	5	5	5
13	7.69%	92.31%	مُنَوَّع#noun	miscellany;medley	4	5	4	4
13	30.77%	69.23%	مِنَوِيّ#adj	seminal;semen	4	5	5	5
13	61.54%	38.46%	مُنِيف#noun	lofty;sublime;outstanding	5	5	5	5
13	46.15%	53.85%	مُهادَنَة#noun	conclusion_of_a_truce;truce_negotiations	5	4	5	5
13	100.00%	0.00%	مِهْماز#noun	spur;goad;incentive	5	5	5	5
13	38.46%	61.54%	مُهْمَل#noun	waste	4	4	3	4
13	61.54%	38.46%	مُوارَب#adj	partly_open	4	4	3	4
13	15.38%	84.62%	مَوْقَعَة#noun	battlefield	4	5	4	4
13	30.77%	69.23%	مُوَلَّد#noun	born	4	4	3	4
13	76.92%	23.08%	مِيسَم#noun	brand;stigma#brands;stigmas	5	5	5	5
13	7.69%	92.31%	ناطِحَة#noun	skyscraper	4	3	4	4
13	100.00%	0.00%	نَزْغ#noun	incitements_to_evil#incitement_to_evil	5	5	4	5
13	61.54%	38.46%	نَشَل#verb	snatch;pilfer	2	3	4	3
13	76.92%	23.08%	نَعَق#verb	screech;bleat	5	4	4	4
13	84.62%	15.38%	نَقّار#noun	engraver;carver	5	5	5	5
13	69.23%	30.77%	نَقاوَة#noun	purity;cleanness	3	2	3	3
13	92.31%	7.69%	نَقِيع#noun	infusion;juice	5	4	5	5
13	84.62%	15.38%	نَكِد#noun	irritable;bad-tempered#troublesome;laborious	4	3	4	4
13	69.23%	30.77%	نَكِل#verb	recoil;shirk;violate	5	5	5	5
13	7.69%	92.31%	نَوْف#noun	surplus;excess	5	5	5	5
13	92.31%	7.69%	هَأْهَأ#verb	laugh	5	5	4	5
13	100.00%	0.00%	هِطْل#noun	wolf	5	4	5	5
13	23.08%	76.92%	وازِن#noun	weighing	3	3	2	3
13	100.00%	0.00%	والِه#adj	bewildered;deeply_afflicted	5	5	5	5
13	38.46%	61.54%	وَخِيم#adj	unhealthy;indigestible	5	4	5	5
13	76.92%	23.08%	وَرِش#adj	lively;brisk	5	4	5	5
13	7.69%	92.31%	وِزان#noun	commensurate_with;in_analogy_to	5	5	5	5
13	92.31%	7.69%	وُضّاء#noun	radiant;brilliant	5	4	4	4
13	100.00%	0.00%	وَكَل#verb	trust;put_in_charge	5	4	4	4
13	76.92%	23.08%	يَسِر#verb	become_easy	4	4	3	4
12	83.33%	16.67%	أَحَكّ#verb	itch	4	4	3	4
12	58.33%	41.67%	ٱِسْتِدْلال#noun	argumentation;inference;proof	4	3	3	3
12	0.00%	100.00%	ٱِنْصِهار#noun	melting_process;fusion	4	3	4	4
12	33.33%	66.67%	بِسْكُوت#noun	biscuit	1	1	1	1
12	33.33%	66.67%	تَصْلِيح#noun	repair	1	1	2	1
12	0.00%	100.00%	دِراماتِيكِيّ#adj	dramatic	5	5	5	5
12	50.00%	50.00%	راشِد#adj	adult;rational;rightly_guided	4	4	4	4
12	100.00%	0.00%	رَعا#verb	desist;repent	5	5	5	5
12	25.00%	75.00%	سَفِين#noun	wedge	5	5	5	5
12	33.33%	66.67%	سِيكُولُوجِيّ#adj	psychological	5	4	5	5
12	41.67%	58.33%	شَرَّع#verb	legislate	4	4	4	4
12	66.67%	33.33%	ضاحِي#adj	visible	5	5	5	5
12	16.67%	83.33%	طَرَفِيّ#adj	extreme	5	5	5	5
12	100.00%	0.00%	عَفِن#adj	rotten;decomposed	3	2	2	2
12	100.00%	0.00%	عَلِن#adj	open;public	5	5	4	5
12	75.00%	25.00%	قاض#verb	demolish;raze#break_open;crack	5	5	5	5
12	75.00%	25.00%	قَدُّوس#noun	most_holy	4	3	4	4
12	100.00%	0.00%	قِراب#noun	sheath;container	5	5	5	5
12	66.67%	33.33%	كَفَّل#verb	provide_for;support	5	5	4	5
12	66.67%	33.33%	لَزِج#noun	sticky;adhesive;flabby	3	2	3	3
12	58.33%	41.67%	مُخْزِي#adj	disgraceful;scandalous;infamous	4	3	4	4
12	50.00%	50.00%	مِدْراة#noun	punting_pole	5	5	5	5
12	8.33%	91.67%	مُسَطَّح#adj	level_plane;flat	3	2	2	2
12	50.00%	50.00%	مُشْمِس#adj	sunny	2	1	1	1
12	50.00%	50.00%	مُعاد#adj	repeated;reiterated;return	4	3	3	3
12	25.00%	75.00%	مِيكْرُوفُون#noun	microphone	1	1	1	1
12	91.67%	8.33%	نَظَّف#verb	clean;polish	2	1	1	1
12	25.00%	75.00%	نَظْم#noun	system;organization	5	5	4	5
12	100.00%	0.00%	هَلْكَة#noun	disaster;total_loss	5	5	5	5
12	91.67%	8.33%	أَبْدَأ#verb	initiate;begin	4	3	3	3
12	66.67%	33.33%	أَدّام#noun	tanner	5	5	5	5
12	100.00%	0.00%	أَدْعَج#noun	black-eyed	5	5	4	5
12	0.00%	100.00%	أَدْمِيرال#noun	admiral	4	4	5	4
12	100.00%	0.00%	أَرْجَف#verb	make_tremble;shake#be_shaken	4	3	4	4
12	58.33%	41.67%	أَرْدَأ#noun	worse/worst	3	2	3	3
12	75.00%	25.00%	أُرْكَة#noun	grampus;orca	5	5	5	5
12	66.67%	33.33%	أَسَدّ#verb	say/do_the_right_thing	5	5	5	5
12	100.00%	0.00%	أَشِر#adj	lively	4	5	5	5
12	100.00%	0.00%	أَشْرَع#verb	unsheathe	5	5	4	5
12	91.67%	8.33%	أَظْرَف#adj_comp	more/most_elegant;wittier/wittiest	2	1	2	2
12	83.33%	16.67%	أَفْك#noun	lying;falsehood	4	5	4	4
12	91.67%	8.33%	أُفْنُون#noun	categories;techniques	5	5	5	5
12	83.33%	16.67%	أَقات#verb	support;nourish;sustain#be_supported;be_nourished;be_sustained	5	4	4	4
12	75.00%	25.00%	أَقْرَن#noun	horned	5	5	5	5
12	91.67%	8.33%	أَلاح#verb	appear	4	4	5	4
12	100.00%	0.00%	أَمْضَى#adj	sharpest;most_effective	5	5	5	5
12	100.00%	0.00%	أَناف#verb	exceed	5	5	5	5
12	91.67%	8.33%	أَنْبَذ#verb	make_wine;press#be_made_into_wine;be_pressed	5	5	5	5
12	100.00%	0.00%	أَنْقَد#verb	pay	5	5	5	5
12	75.00%	25.00%	أَهَل#verb	get_married	5	5	5	5
12	41.67%	58.33%	أَوْرَى#adj	hiding_better	5	5	4	5
12	91.67%	8.33%	أَوْعَد#verb	promise	4	4	3	4
12	16.67%	83.33%	أَيِّلِيّ#adj	cervidae;cervid;deer-related	5	5	5	5
12	100.00%	0.00%	ٱِبْتَرَد#verb	cool_off	5	5	4	5
12	100.00%	0.00%	ٱِحْتَشَم#verb	be_intimidated;be_ashamed;be_modest	3	3	2	3
12	33.33%	66.67%	ٱِخْتِبارِيّ#adj	experimental	2	3	2	2
12	75.00%	25.00%	ٱِخْتَمَر#verb	ferment;ripen	4	4	3	4
12	41.67%	58.33%	ٱِسْتَثْأَر#verb	call_for_vengeance	4	4	4	4
12	8.33%	91.67%	ٱِسْتَذْكَر#verb	memorize;recall	4	4	3	4
12	0.00%	100.00%	ٱِسْتِطْلاعِيّ#adj	reconnaissance	5	4	4	4
12	91.67%	8.33%	ٱِسْتَعْذَب#verb	deem_pleasant;find_sweet	4	5	4	4
12	8.33%	91.67%	ٱِسْتِنْساخ#noun	cloning;copying;transcription	5	4	5	5
12	100.00%	0.00%	ٱِسْتَهام#verb	infatuate;captivate	5	5	5	5
12	83.33%	16.67%	ٱِسْتَهْدَى#verb	seek_the_right_way#be_sought_(the_right_way)	3	4	4	4
12	83.33%	16.67%	ٱِشْتَقّ#verb	derive	4	4	4	4
12	75.00%	25.00%	ٱِطَّرَد#verb	be_consecutive;flow_continuously	5	5	5	5
12	100.00%	0.00%	ٱِغْتَمّ#verb	be_worried;grieve	5	5	4	5
12	91.67%	8.33%	ٱِفْتِداء#noun	ransoming;self-sacrifice	4	4	3	4
12	100.00%	0.00%	ٱِلْتَطَم#verb	collide;clash	4	5	4	4
12	100.00%	0.00%	ٱِنْبَطَح#verb	lie_down;be_floored	4	3	3	3
12	58.33%	41.67%	ٱِنْتَشَى#verb	become_intoxicated;be_starched	4	5	5	5
12	100.00%	0.00%	ٱِنْتَصَح#verb	take_good_advice	5	4	4	4
12	100.00%	0.00%	ٱِنْحَبَس#verb	be_restrained	3	2	3	3
12	16.67%	83.33%	ٱِنْدِثار#noun	obliteration;extinction;vanishing	4	4	4	4
12	58.33%	41.67%	ٱِنْدِحار#noun	banishment;rejection	5	5	4	5
12	8.33%	91.67%	ٱِنْسِداد#noun	obstruction	3	3	2	3
12	0.00%	100.00%	ٱِنْصَهَر#verb	be_forged;be_fused;be_melted	4	3	4	4
12	16.67%	83.33%	ٱِنْعَدَم#verb	be_lacking;be_absent	4	4	3	4
12	83.33%	16.67%	ٱِنْفَصَم#verb	be_split;be_dissolved	5	5	5	5
12	100.00%	0.00%	إِجْهاش#noun	sob	5	4	4	4
12	33.33%	66.67%	إِخاف#noun	intimidation	5	5	4	5
12	0.00%	100.00%	إِيهاب#noun	donation;granting	5	5	4	5
12	91.67%	8.33%	بَتّار#noun	sharp;cutting	5	4	5	5
12	91.67%	8.33%	بَداءَة#noun	beginning;start	5	5	5	5
12	75.00%	25.00%	بَرْزَخ#noun	partition;isthmus#partitions;straits	5	4	4	4
12	0.00%	100.00%	بَرِيم#noun	rope;twine	5	5	5	5
12	91.67%	8.33%	بَطَر#noun	wantonness;arrogance	4	5	5	5
12	91.67%	8.33%	بَطِر#noun	arrogant;insolent	4	5	5	5
12	66.67%	33.33%	بَطِين#noun	paunchy	5	5	5	5
12	25.00%	75.00%	بِكْرِيّ#adj	first-born	5	5	4	5
12	41.67%	58.33%	بَهار#noun	spices#spice	1	1	2	1
12	16.67%	83.33%	بَهَل#verb	curse	5	5	5	5
12	100.00%	0.00%	بَوْرَق#noun	borax	5	5	5	5
12	83.33%	16.67%	بَيْرَق#noun	banners#banner	5	5	5	5
12	100.00%	0.00%	بَيَّض#verb	bleach;blanch#be_bleached;be_blanched	1	2	2	2
12	100.00%	0.00%	بِيمارِسْتان#noun	hospital;asylum	5	5	5	5
12	91.67%	8.33%	تَأَكَّل#verb	be_corroded;be_eaten	5	4	4	4
12	75.00%	25.00%	تَأَمُّلِيّ#adj	contemplative;speculative	5	5	4	5
12	100.00%	0.00%	تَأَيَّد#verb	be_confirmed	4	5	5	5
12	16.67%	83.33%	تَبْرِيك#noun	blessing;benediction	4	4	3	4
12	58.33%	41.67%	تَجاوُر#noun	contiguity;relationship	4	4	4	4
12	100.00%	0.00%	تَحابّ#noun	harmony;concord	5	5	4	5
12	50.00%	50.00%	تَحَزُّب#noun	factionalism	5	5	5	5
12	100.00%	0.00%	تَخاذَل#verb	decrease	4	4	4	4
12	100.00%	0.00%	تَخايَل#verb	pretend;swagger;appear	5	5	5	5
12	100.00%	0.00%	تَخَدَّر#verb	be_numbed;be_stunned;calm_down	4	3	4	4
12	0.00%	100.00%	تَخْرِيبِيّ#adj	sabotage;terrorism	3	4	4	4
12	16.67%	83.33%	تَخَفَّض#verb	be_lowered;be_reduced;be_decreased	5	5	4	5
12	91.67%	8.33%	تَدَلُّل#noun	coquetry;coddling	3	3	2	3
12	25.00%	75.00%	تَرَدُّدِيّ#adj	frequency	4	5	4	4
12	91.67%	8.33%	تَرَهُّب#noun	monasticism	4	5	4	4
12	33.33%	66.67%	تَسَوَّل#verb	beg	3	3	4	3
12	25.00%	75.00%	تَسَيْطَر#verb	dominate;seize;command	5	5	4	5
12	0.00%	100.00%	تَشَرْذُم#noun	dividing_into_groups_or_factions	5	5	5	5
12	91.67%	8.33%	تَشَفَّى#verb	be_cured;be_healed	5	5	4	5
12	0.00%	100.00%	تَصَحُّر#noun	desertification	3	3	4	3
12	25.00%	75.00%	تَضادّ#noun	ambivalence;contradiction	3	3	2	3
12	91.67%	8.33%	تَعَشَّق#verb	be_in_love_with	5	5	4	5
12	50.00%	50.00%	تَغْرِيب#noun	banishment;expatriation	4	5	4	4
12	58.33%	41.67%	تَفَتَّق#verb	be_torn_apart;be_rent	5	4	5	5
12	0.00%	100.00%	تَكْفِيرِيّ#adj	expiatory	5	5	4	5
12	33.33%	66.67%	تَكَيَّف#verb	be_conditioned	3	4	3	3
12	100.00%	0.00%	تَلَأْلُؤ#noun	shining;radiance	3	2	2	2
12	83.33%	16.67%	تَلْبِيب#noun	collars	5	5	5	5
12	0.00%	100.00%	تَمْيِيزِيّ#adj	prosecutor	5	5	5	5
12	100.00%	0.00%	تُنّ#noun	tuna	5	4	5	5
12	100.00%	0.00%	تَناطَح#verb	butt_each_another;struggle_with_each_other	5	4	4	4
12	8.33%	91.67%	تَناقُص#noun	decrease;diminution	2	3	3	3
12	91.67%	8.33%	تَنَطَّق#verb	be_surrounded;be_girded	5	5	5	5
12	83.33%	16.67%	تَنَظَّر#verb	scrutinize;watch	5	5	5	5
12	66.67%	33.33%	تَهَشَّم#verb	be_shattered;be_crushed	5	5	4	5
12	100.00%	0.00%	تَهَوَّر#verb	collapse	1	2	2	2
12	0.00%	100.00%	تَوْضِيحِيّ#adj	explanatory;clarifying	4	4	3	4
12	66.67%	33.33%	تَيْس#noun	billy_goat;fool#billy_goats;fools	1	1	1	1
12	83.33%	16.67%	ثُمُن#noun_quant	(one)_eighth	2	3	3	3
12	50.00%	50.00%	جانَب#verb	flank;skirt;avoid	5	5	4	5
12	100.00%	0.00%	جَثّ#verb	tear_out;uproot	5	5	5	5
12	66.67%	33.33%	جِصّ#noun	gypsum;plaster_of_Paris	5	5	5	5
12	83.33%	16.67%	جَلّابِيَّة#noun	gallabiya_(gown)	1	1	1	1
12	75.00%	25.00%	جَمْهَر#verb	assemble;gather	5	5	4	5
12	50.00%	50.00%	جَنُوب#adj	south;southern	2	3	2	2
12	100.00%	0.00%	جَهامَة#noun	sullen;gloomy	5	5	5	5
12	100.00%	0.00%	حافِر#noun	hoof;spot	4	3	4	4
12	16.67%	83.33%	حِدْوَة#noun	horseshoe	4	3	4	4
12	16.67%	83.33%	حَرْفِيَّة#noun	literal_meaning	5	5	4	5
12	100.00%	0.00%	حَرِيز#adj	fortified;impenetrable	5	5	5	5
12	41.67%	58.33%	حَسِيس#noun	faint_noise	4	4	3	4
12	75.00%	25.00%	حَفِيّ#adj	welcoming;greeting	4	5	5	5
12	75.00%	25.00%	حَمَّة#noun	hot_spring	5	4	5	5
12	75.00%	25.00%	حِنْث#noun	perjury;sin	5	5	5	5
12	100.00%	0.00%	خاس#verb	break	5	5	5	5
12	100.00%	0.00%	خِدْن#noun	friends;confidants#friend;confidant	5	5	5	5
12	58.33%	41.67%	خَطّاب#noun	matchmaker	5	4	5	5
12	0.00%	100.00%	خِلْيَوِيّ#adj	cell_(phone)	1	1	2	1
12	0.00%	100.00%	دارَس#verb	study_together	4	4	3	4
12	25.00%	75.00%	دَرِب#verb	be_accustomed;be_trained	5	5	4	5
12	100.00%	0.00%	دَسّاس#noun	schemer;conspirator	5	5	5	5
12	66.67%	33.33%	دَغْدَغ#verb	tickle	1	2	1	1
12	33.33%	66.67%	دِمَشْقِيّ#noun	from/of_Damascus;Damascene	3	2	3	3
12	100.00%	0.00%	دِمَقْس#noun	raw_silk	5	5	5	5
12	100.00%	0.00%	دَمِيع#noun	lachrymose;mournful	5	5	4	5
12	83.33%	16.67%	دَنْدَن#verb	drone;buzz;hum	3	2	2	2
12	100.00%	0.00%	دَنَّى#verb	move_near;be_base	5	4	5	5
12	0.00%	100.00%	دَوَّك#verb	chatter;prattle	5	5	5	5
12	100.00%	0.00%	راقَص#verb	dance_with	3	3	2	3
12	91.67%	8.33%	رال#verb	drool;slobber	3	4	4	4
12	83.33%	16.67%	رَبِك#adj	confused;embarrassed	4	4	3	4
12	83.33%	16.67%	رُسْغ#noun	wrist	4	4	4	4
12	58.33%	41.67%	رَضاعَة#noun	breast-feeding;sucking	1	2	1	1
12	100.00%	0.00%	رَفْرَف#noun	eyeshade	5	5	4	5
12	100.00%	0.00%	رَكَد#verb	be_motionless;stagnate	4	5	4	4
12	100.00%	0.00%	رَمْس#noun	grave;tomb	5	5	5	5
12	16.67%	83.33%	رُوبِيَّة#noun	rupee	5	5	5	5
12	83.33%	16.67%	زائِغ#noun	deviating;distorted;wandering	4	4	3	4
12	100.00%	0.00%	زاجِر#noun	handicap;obstacle	5	5	5	5
12	100.00%	0.00%	زَرَّر#verb	button_up	1	1	1	1
12	83.33%	16.67%	زَعَق#verb	cry;yell	1	2	1	1
12	91.67%	8.33%	زُلال#noun	fresh_water;albumen	4	5	4	4
12	100.00%	0.00%	زَلَّق#verb	slip;glide	3	3	2	3
12	75.00%	25.00%	زَمَّر#verb	blow;play_(horn)	1	1	2	1
12	100.00%	0.00%	زَوْرَة#noun	visit	5	5	5	5
12	100.00%	0.00%	سَبَّل#verb	give_to_charity	3	3	3	3
12	100.00%	0.00%	سَرار#noun	last_night	5	5	5	5
12	0.00%	100.00%	سَرْدِيّ#adj	enumerative;presentational	5	4	4	4
12	100.00%	0.00%	سَرْمَدِيّ#adj	eternal	5	5	5	5
12	100.00%	0.00%	سَطْع#noun	brightness;brilliance	4	4	3	4
12	100.00%	0.00%	سِعايَة#noun	slander;calumniation	5	5	5	5
12	100.00%	0.00%	سُمّاق#noun	sumac	5	4	5	5
12	66.67%	33.33%	سَمِير#noun	conversation_partner	4	4	5	4
12	100.00%	0.00%	سُهُوم#noun	graveness;sadness	5	5	5	5
12	16.67%	83.33%	سَوْق#noun	driving	4	3	3	3
12	83.33%	16.67%	شارِي#noun	buyer;client#buyers;clients	1	2	2	2
12	83.33%	16.67%	شَبْعان#noun	full;satiated	1	1	1	1
12	8.33%	91.67%	شَرْطَة#noun	line;dash	1	1	1	1
12	91.67%	8.33%	شُفُوف#noun	translucence;transparency	5	5	5	5
12	100.00%	0.00%	شَكِس#noun	malicious;quarrelsome	5	5	4	5
12	100.00%	0.00%	شَنُع#verb	be_hideous;be_repulsive	4	4	3	4
12	8.33%	91.67%	شَهْوان#adj	covetous;debauched	5	5	4	5
12	33.33%	66.67%	شُوال#noun	sack	1	2	2	2
12	100.00%	0.00%	شَوَّق#verb	excite;make_desirable	3	3	2	3
12	0.00%	100.00%	شَوَّل#verb	be_sparse	5	5	5	5
12	100.00%	0.00%	صَحائِف#noun	sheets_(paper)	4	4	2	3
12	91.67%	8.33%	صَدِئ#verb	oxidize;be_rusty	3	3	2	3
12	58.33%	41.67%	صَفْراوِيّ#adj	yellow	4	3	3	3
12	91.67%	8.33%	صَفِيق#adj	thick;impudent	5	5	5	5
12	0.00%	100.00%	صُلُوحِيَّة#noun	practicability;viability;competence	5	5	5	5
12	25.00%	75.00%	صُوَرِيّ#adj	formal	5	5	4	5
12	16.67%	83.33%	صَوْل#noun	attack;assault	5	5	5	5
12	91.67%	8.33%	صَيَّف#verb	estivate;spend_the_summer	1	1	1	1
12	50.00%	50.00%	صِينِيَّة#noun	porcelain;china	1	1	1	1
12	50.00%	50.00%	ضارَب#verb	speculate	5	5	5	5
12	25.00%	75.00%	طارِف#noun	newly_acquired	5	5	5	5
12	16.67%	83.33%	طَبْلَة#noun	drum	1	1	1	1
12	16.67%	83.33%	طَمَر#verb	bury	5	4	5	5
12	91.67%	8.33%	ظَلُوم#adj	unjust;oppressive	5	4	4	4
12	100.00%	0.00%	عاتِك#noun	clear;limpid	5	5	5	5
12	58.33%	41.67%	عَدَس#noun	lentils	1	1	2	1
12	100.00%	0.00%	عَرْصَة#noun	courtyards;vacant_lots#courtyard;vacant_lot	5	5	5	5
12	16.67%	83.33%	عَرْعَر#noun	juniper	5	5	5	5
12	50.00%	50.00%	عَسِر#noun	difficult;adverse	4	3	3	3
12	100.00%	0.00%	عَشِي#verb	be_night-blind	5	5	5	5
12	0.00%	100.00%	عَقَدِيّ#adj	dogmatic;doctrinaire	5	5	4	5
12	83.33%	16.67%	عُكّازَة#noun	cane;crutch#canes;crutches	2	1	2	2
12	0.00%	100.00%	عِلْوان#noun	address	5	5	5	5
12	8.33%	91.67%	عَنْتَر#noun	brave;heroic	5	4	5	5
12	83.33%	16.67%	عَوان#noun	intermittent;endless	5	5	5	5
12	100.00%	0.00%	عَياء#noun	inability;disease	4	4	4	4
12	100.00%	0.00%	غاشِيَة#noun	pericardium#attendants;retinue	5	5	5	5
12	66.67%	33.33%	غَطَس#verb	immerse;submerse	1	2	2	2
12	91.67%	8.33%	غَوْط#noun	hollows;depressions#hollow;depression	5	5	5	5
12	66.67%	33.33%	غَيْم#noun	clouds	3	2	3	3
12	0.00%	100.00%	فِئَوِيّ#adj	factional;partisan	5	5	4	5
12	91.67%	8.33%	فُحْش#noun	atrocity;monstrosity	5	4	5	5
12	91.67%	8.33%	فَرَّج#verb	open;separate	4	5	4	4
12	16.67%	83.33%	فُرْقَة#noun	disunity;dissent;split-up	5	4	4	4
12	41.67%	58.33%	فَرُّوج#noun	chickens#chicken	5	1	5	4
12	41.67%	58.33%	فُرُوسِيّ#adj	heroic;chivalrous	4	3	3	3
12	100.00%	0.00%	فُسْطان#noun	dress;gown	1	1	1	1
12	100.00%	0.00%	فَغَر#verb	open	5	5	5	5
12	41.67%	58.33%	قاطِن#noun	resident;residing;domiciled#residents;residing;domiciled	5	4	5	5
12	83.33%	16.67%	قانِي#noun	owner;possessor	5	5	5	5
12	91.67%	8.33%	قِحَة#noun	insolence;impudence	5	5	5	5
12	0.00%	100.00%	قَذّاف#noun	bomber;strafer;howitzer	5	5	4	5
12	83.33%	16.67%	قَذِر#verb	be_soiled;be_polluted	5	4	5	5
12	91.67%	8.33%	قَرِع#verb	be_bald;be_bare	2	2	1	2
12	91.67%	8.33%	قَطاً#noun	sand_grouse	5	5	5	5
12	75.00%	25.00%	قُلَّة#noun	jug;pitcher#summit#jugs;pitchers	5	5	4	5
12	75.00%	25.00%	قَيْن#noun	blacksmith	5	5	5	5
12	25.00%	75.00%	كاوِي#noun	caustic	4	3	4	4
12	100.00%	0.00%	كَبا#verb	stumble	5	5	5	5
12	83.33%	16.67%	كُبَّة#noun	kibbeh_(stuffed_cracked_wheat_shells)	5	1	3	3
12	91.67%	8.33%	كَتُوم#adj	secretive;silent	4	3	3	3
12	8.33%	91.67%	كُرْدُون#noun	cordon;ribbon	5	5	5	5
12	0.00%	100.00%	كرُومُوسُوم#noun	chromosome	5	5	4	5
12	100.00%	0.00%	كَسَف#verb	be_gloomy;be_eclipsed#reprimand;scold	3	2	3	3
12	100.00%	0.00%	كُمَيْت#noun	reddish-brown;maroon	5	5	5	5
12	91.67%	8.33%	لاعَن#verb	imprecate;curse;damn	5	5	4	5
12	100.00%	0.00%	لَحِيم#adj	fleshy	5	5	5	5
12	41.67%	58.33%	لَزْمَة#noun	official_concession	5	5	5	5
12	75.00%	25.00%	لِسانِيّ#adj	verbal;oral	3	3	2	3
12	91.67%	8.33%	لَفْحَة#noun	heat;fires#heat;fire	5	5	5	5
12	75.00%	25.00%	لَهْم#noun	consuming;destroying;devouring	5	5	5	5
12	75.00%	25.00%	لُوت#noun	fish	5	5	5	5
12	58.33%	41.67%	لَوْلَبِيّ#adj	coil;screw-shaped;spiral;helical	4	3	3	3
12	25.00%	75.00%	مُبَرَّز#adj	embossed	5	5	5	5
12	50.00%	50.00%	مَبْكَى#noun	wailing	5	5	4	5
12	66.67%	33.33%	مُتَآلِف#noun	harmonious;in_accord_with	5	4	4	4
12	83.33%	16.67%	مُتَحَجِّر#adj	petrified;fossilized	3	2	2	2
12	50.00%	50.00%	مَتْرُوك#noun	legacy	5	5	5	5
12	41.67%	58.33%	مُتَضادّ#adj	opposing;contrary;antagonistic	3	4	3	3
12	66.67%	33.33%	مُتَطاير#adj	flying	3	3	2	3
